,Text,Type
1036,@DannyAaronsFUT SOME game 🤯,Not a bot
1037,@willne YOU CALLED IT 🔮,Not a bot
1038,@Manny_Official been well tekky since he came on icl 💯,Not a bot
1039,"@_AlexdeCastro_ Camavinga, Coman et Kolo Muani ! La profondeur du banc vraiment illustrée",Not a bot
1040,@Zack_Nani Il domine totalement le côté droit !,Not a bot
1041,"@WilooFootball Le foot arrive toujours à nous surprendre, même après tant de matchs...",Not a bot
1042,literally touch grass 🌱,Not a bot
1043,@BruceGrannec C'est beau le foot 😲,Not a bot
1044,@TalkMyFootball Incroyable ! 🤌🏾🤌🏼🤌🏻🤌🏿🤌🏽,Not a bot
1045,"@Itshaber if he played in the snow he wouldn't leave any footprints
🥶",Not a bot
1046,@lnstantFoot 2 buts ce n'est pas impossible à remonter 👀 🤞🏼🤞🏽🤞🏾🤞🏻🤞🏿,Not a bot
1047,@aplusk ¡Qué lindo! You look good in those colours 😍,Not a bot
1048,@valouzz_ bon état d'esprit ! 🙌🏿🙌🏻🙌🏽🙌🏾🙌🏼,Not a bot
1049,@Deji 🐐,Not a bot
1050,@Aliotop_off C'est indéniable pour l'instant ! Il reste cependant un peu plus d'une mi-temps 👀,Not a bot
1051,@ohnosharky that's a ✅ on the bucket list,Not a bot
1052,@Chunkz is it written in the stars ? 😮,Not a bot
1053,@JamesAFTV they've come out of the blocks on fire 🔥,Not a bot
1054,"@MattHDGamer so hard to call, let's see what the script will be 👀 🏆",Not a bot
1055,"@Videos2Riles Difficile à croire qu'on soit déjà en finale, et c'est la fin ! On espère un classique !",Not a bot
1056,who else learned how to make clothes through @AndoJoe’s Shorts,Not a bot
1057,🇦🇷 or 🇫🇷 👇 #ShortsFIFAWorldCup,Not a bot
1058,"so, who's adding their third star tomorrow? 👀 ⚽ 🏆",Not a bot
1059,@SaoirseVious happy holidays!! 😊,Not a bot
1060,@_JACK005 how great ten hour yule logs are and how they just keep going,Not a bot
1061,"@wazpiemuffin love this warren, it's really great.. just keeps going.. and going",Not a bot
1062,@SaoirseVious the log's dedication to keeping its fire is fascinating 🪵🧐,Not a bot
1063,*pauses halfway through ten hour yule log* yeah so this just keeps going it’s great,Not a bot
1064,@rioferdy5 this link up &gt;&gt;&gt;,Not a bot
1065,@SonnyBWilliams big love❤️‍🔥,Not a bot
1066,@JimProudfoot wow what a special moment ❤️,Not a bot
1067,@FIFAWorldCup absolute class ✨ #ShortsFIFAWorldCup,Not a bot
1068,@JanAageFjortoft Oršić on smoke 💨 #ShortsFIFAWorldCup,Not a bot
1069,@DonovanGoliath they got the trims on lock 🔐,Not a bot
1070,@PoojaMedia shaping up to be a corker 👀,Not a bot
1071,@FPLMate it's looking like a 3-3 thriller 🔥,Not a bot
1072,@jyttemeriem all the lights during the holidays are so magical ✨ what are your fave songs to sing?,Not a bot
1073,@StarGamerX17 holiday movies are the best ❤️ always look forward to binging those with hot cocoa in hand! what are your faves? i need some new reccs!,Not a bot
1074,what do you like to watch during the holidays?,Not a bot
1075,@Hidigito you might just be right! gotta stay up to date on all the roblox content 😉,Not a bot
1076,@SouthernPanda33 you are so right!! @egoraptor is always giving us the gift of the best cartoons ever 🤩,Not a bot
1077,@Broski828_ shout out to @Avxry for those iconic streams 🤩 they are truly a gift to all!,Not a bot
1078,"@Bunbun7_ @iHasCupquake definitely gives amazing gifts!! if you had to pick a gift to give Tiffy, what would it be? 🧁💜",Not a bot
1079,@dawkosgames i am so looking forward to this charity stream and i really hope you feel better tomorrow ❤️,Not a bot
1080,Merry Christmas everybody. I’m sending you all so much love. Put love into the world. Start with yourself.❤️,Not a bot
1081,❤️ https://t.co/TkQkEO3QZk,Not a bot
1082,He was magic. https://t.co/V9Z2uugiXc,Not a bot
1083,❤️❤️❤️ https://t.co/pOXW4fVqeu,Not a bot
1084,He had such an incredibly kind heart. https://t.co/abGfTJXOO1,Not a bot
1085,He is the only person who beat me at games. Ever. https://t.co/r2s8o3mmj4,Not a bot
1086,He was kind. He was beautiful. He was smart. He was so funny. https://t.co/PLZcf7X1MH,Not a bot
1087,We laughed about this for months afterwards. https://t.co/CpQTUUCqz4,Not a bot
1088,This makes me smile every time I watch it. https://t.co/ahmY8xy2pH,Not a bot
1089,Right now what I want to do is remember all the love and laughter I had with tWitch. He brought so much joy to my life. I know he brought joy to yours too. I’m going to be sharing some of my favorite moments with him. If you want to you can also share yours. #ILovetWitch https://t.co/olmwTUrCpp,Not a bot
1090,"I’m heartbroken. tWitch was pure love and light. He was my family, and I loved him with all my heart. I will miss him. Please send your love and support to Allison and his beautiful children - Weslie, Maddox, and Zaia. https://t.co/lW8Q5HZonx",Not a bot
1091,We played a not-so-jolly game of Holiday Guesstures. https://t.co/3pSzxaAlMx,Not a bot
1092,"Happy Birthday @taylorswift13, you always make the whole place shimmer. In honor of your birthday, here is Part 1 of every time you were on my show. https://t.co/HZl6Hey4j0",Not a bot
1093,Clint Eastwood shared how he stays young. https://t.co/xZU3MnBH8i,Not a bot
1094,Happy birthday @iamjamiefoxx. I just ❤️ you! https://t.co/Em0sOUdOg2,Not a bot
1095,This man was gifted a teddy bear with his late mother’s voice in it. His reaction is beautiful. https://t.co/4YrYhdHiTy,Not a bot
1096,.@ZachBraff told me about the time he died. https://t.co/dKPNosruNl,Not a bot
1097,Tomorrow is our final day of #12Days! @SONDORSOfficial has designed some of the most amazing modes of electric transportation on the market with a commitment to creating a more sustainable future. You know I love that. Enter here: https://t.co/i96qtFMufs #ThanksSponsor https://t.co/Pl4MCfwTmY,Not a bot
1098,.@DriverMinnnie thought this looked like me?! https://t.co/RwUnpFqirR,Not a bot
1099,The things you find out when playing Never Have I Ever… https://t.co/Hc6FxckGoa,Not a bot
1100,"Tomorrow is Day 11 of #12Days! @ShoeCarnival is a one-stop-shoe-shop for the whole family, with all the best brands on your list. 1 lucky person will win a $1,000 Shoe Carnival Gift Card AND a $1,000 Visa Gift Card! Enter here! https://t.co/i96qtFMufs. #ThanksSponsor https://t.co/H16vpvPVtK",Not a bot
1101,Do you have any old voicemails that you never listened to? Me too. So I listened to them today on my show “Time For Yourself… with Ellen.” https://t.co/W2o4iGNUM9,Not a bot
1102,Steve Carell is amazing at everything so why wouldn’t he be amazing at making gingerbread houses? https://t.co/QGqdBAiriz,Not a bot
1103,.@TobeyMaguire convinced his wife that he named their son wrong and brought the video to prove it. https://t.co/bf4f9Ko0MQ,Not a bot
1104,"You’ve always Enchanted me, Amy Adams. https://t.co/tCkYjkCv9Q",Not a bot
1105,I hope something makes you as happy as getting mustard for Christmas made this little girl. https://t.co/5jShdjJjLw,Not a bot
1106,See if you can tell the difference between Santa and a Trucker in this game that we came up with… why? https://t.co/z6Uf11TdBf,Not a bot
1107,"“The arc of the moral universe is long, but it bends towards justice."" —Martin Luther King, Jr.
#RespectForMarriageAct #WayneDyer https://t.co/t5FdKYarw4",Not a bot
1108,.@JLo completed a triathlon shortly after giving birth to her twins because of course she did. She’s JLo. https://t.co/uPbsX4wO1v,Not a bot
1109,.@JLo and I talked about the time she fell while performing at the AMAs… or did she? https://t.co/bobVHEEZiZ,Not a bot
1110,"Day 10 of our #12Days of Giveaways is tomorrow &amp; it’s all about balance.  Valued at nearly $2,000 1 lucky winner will get @Renpho’s futuristic eyeball massager, the Shiatsu Foot Massager with heat, &amp; a massage gun. Enter here and good luck! https://t.co/i96qtFMufs. #ThanksSponsor https://t.co/sZx6cUyHrO",Not a bot
1111,When Portia and I got our new pet fish or is it fishes? https://t.co/ocb2JLupT7,Not a bot
1112,"Happy Birthday, @NickiMinaj, when are you going to write another song about me? https://t.co/eTj1m89B99",Not a bot
1113,These ads are a reminder for us all of how weird things were in the 2000s. https://t.co/uGUOU0MW7D,Not a bot
1114,When I found out Sarah was saying hi to me everyday I just had to return the favor. https://t.co/zusHQnmi7d,Not a bot
1115,.@MarioLopezViva told me how he got a hickey. https://t.co/ZHtdNpWbOZ,Not a bot
1116,"Tomorrow is Day 9 of my #12Days! We’re giving away a YEAR’S SUPPLY of products from my skincare line, #KindScience. These formulas are amazing and cruelty-free. If you have skin, you’re going to love it. Plus, the gift box will be signed by me! Enter at: https://t.co/i96qtFMufs https://t.co/TXXjr53ttN",Not a bot
1117,"From ear-popping to horse whinnying to a death drop, you won’t believe what this audience can do! https://t.co/PwER8Uev6m",Not a bot
1118,".@McConaughey has always been alright, alright, alright. https://t.co/2Kvoh8SxwB",Not a bot
1119,The exceptionally talented John C. Reilly was here to talk about what sets him apart. https://t.co/lScW0Dj4IV,Not a bot
1120,Day 8 of #12Days is tomorrow. @GoldfishSwim offers year-round swimming and water safety lessons for kids nationwide! We are giving away a 1-year membership &amp; $250 of all the swimming gear your little fish needs to get started. Enter here! https://t.co/i96qtG45E2. #ThanksSponsor https://t.co/CNUMQh2cf2,Not a bot
1121,These are the things that keep me up at night. https://t.co/31bFAh0mzS,Not a bot
1122,5 Kid Inventors that made my jaw drop.😂 https://t.co/1CIxXnJlIK,Not a bot
1123,Chris Martin declared his love for @BTS_twt this year. https://t.co/QEVARipSyV,Not a bot
1124,The success of #Twilight led to some pretty interesting fan experiences for @AshleyMGreene. https://t.co/LdvPtmsvgX,Not a bot
1125,"Day 7 of #12Days is tomorrow! Want to win $500 worth of @Tree_Hut favorites (that’s a LOT of sugar scrub, lotion, shave oil and more) plus a $500 Target gift card? Enter here! https://t.co/i96qtFMufs. Good luck! #ThanksSponsor https://t.co/N0wIE0dGZZ",Not a bot
1126,"Thanks to everyone who sent these in, you dirty, dirty people. https://t.co/t4nFRCQ16X",Not a bot
1127,Happy #InternationalVolunteerDay to all of the amazing people like Renisha whose selflessness make the world go round. https://t.co/QuFFZl02Mc,Not a bot
1128,Tomorrow is Day 6 of #12Days and it’s going to make you scream WEO! This water bottle electrolyzes your water with diamond electrodes for a water experience like no other. @UsaWeo is giving away 3 water bottles to 1 lucky winner. Enter here! https://t.co/i96qtG4DtA #ThanksSponsor https://t.co/CklK81nQwK,Not a bot
1129,Here’s something to tweet about. https://t.co/DbDgiBDcjS,Not a bot
1130,People say the craziest things when they're about to fall through a trapdoor. https://t.co/tNjDxbObGV,Not a bot
1131,John Travolta brought his daughter Ella Bleu with him to make her first talk show appearance! https://t.co/6U3qCEjqts,Not a bot
1132,This mom thought she was playing Pictionary against the world’s best player. That wasn’t the only surprise she got. https://t.co/SaepXBwc3i,Not a bot
1133,I’ll do anything for @Oprah… including driving cross-country. https://t.co/bnHEw4VBOd,Not a bot
1134,"I know college students can always use some cash, so I sent Canon to give them $20 for every point they could get playing @HeadsUp! How many can you get? https://t.co/0VjUIv03u1 https://t.co/ijePBtgIgT",Not a bot
1135,"Happy Birthday @BritneySpears! I hope your day is filled with the things you love… dancing, singing, and basketball. https://t.co/HzLOjUxQPJ",Not a bot
1136,Remember this? A behind-the-scenes look at my iconic O Magazine shoot with @Oprah. It was lit.🎄 https://t.co/FLPKwKYjTW,Not a bot
1137,These audience members were NOT here to play. https://t.co/dBIO7ngRWo,Not a bot
1138,"Day 5 of #12Days is tomorrow! @OlbaliOfficial #CoolCoffeeClique is giving away 2 sets of coffee essentials so you &amp; a friend can energize your day the way you want, from the coolest coffee maker to mugs to K-Cups to teas &amp; MORE! Enter here! https://t.co/i96qtFMufs #ThanksSponsor https://t.co/fjHfYYUEft",Not a bot
1139,"When I went to tape an episode of @Oprah’s show, I had a few tricks up my sleeve. https://t.co/VWuLTwrDcZ",Not a bot
1140,It’s our 18 year anniversary today. I fall in love with her more every day. I’m so grateful for her love. https://t.co/zidkx6IkX8,Not a bot
1141,This incredible mom was doing everything she could for her kids. I knew I had to help. https://t.co/xK4yIN6Be5,Not a bot
1142,This pep talk by a 7-year-old is exactly what you need to hear to get through your week. https://t.co/9dtYOt4IGW,Not a bot
1143,Andy had one line… then forgot it. https://t.co/ZMs2rFIDBg,Not a bot
1144,"Day 4 of #12Days is tomorrow! Who’s up for a $1,500 shopping spree? @SheaTerra wants you to pamper yourself &amp; your loved ones with their organic skincare, face masks, and haircare. Subscribe, then look for my newsletter with the entry link! https://t.co/i96qtG45E2 #ThanksSponsor https://t.co/xLYJ4nDj3K",Not a bot
1145,All of me loves all of @ChrissyTeigen. Happy Birthday! https://t.co/FXyb0ycYiD,Not a bot
1146,The Senate has passed the Respect for Marriage Act. I hope this is a step towards protecting love and happiness for years to come. https://t.co/EMl4dAW6Cp,Not a bot
1147,.@PamelaAnderson told me about her construction nightmare. https://t.co/4jYn3NtlI0,Not a bot
1148,This couple’s story is absolutely unbelievable. https://t.co/CHMbYrN2qg,Not a bot
1149,That was one incredible game. Way to go Captain America @cpulisic_10. I hope you get better real fast 🇺🇸⚽️ #USMNT #WorldCup,Not a bot
1150,"Day 3 of 12 Days is tomorrow! This one’s for the birds. No, really. @MyBirdBuddy is giving one winner THREE Smart Bird Feeders, plus accessories. Find out which bird species are visiting you and your feeder, then share and store pics! Enter here! https://t.co/U2YdbjZISq https://t.co/GSsGYrACm3",Not a bot
1151,How-ie do you do it @HowieMandel. You always crack me up. Happy Birthday! https://t.co/cyEiVEUyUp,Not a bot
1152,.@Ciara and @Normani really faced their fears. https://t.co/lru0azHaBM,Not a bot
1153,Remember when the biggest thing we debated about was Team Edward or Team Jacob? I miss those days. #TeamEdward https://t.co/TdMFT7vseb,Not a bot
1154,"After a performance at the AMAs that left some viewers frustrated, @AdamLambert was here to clear the air. https://t.co/QJbQtNFn0C",Not a bot
1155,"Tomorrow is Day 2 of #12Days! Want to win a 1-year @getsupernatural membership, a Meta Quest 2 VR headset with Elite Strap, and a selection of fitness accessories &amp; gear? #ThanksSponsor
The only way to enter the giveaway is through my Ellen newsletter: https://t.co/i96qtG4DtA https://t.co/MXmOF7IPQR",Not a bot
1156,"Bad paid-for photos, but make it holiday. https://t.co/8cyOx4y2X4",Not a bot
1157,"In honor of #12DaysofGiveaways returning, here are some of the best #12Days reactions from over the years. https://t.co/72t0OnygRq",Not a bot
